"","V1","V2","V3","V4"
"1",0.0331279611869015,0.000752083032001811,6.72675273577906,0.229097900475398
"2",0.0368595664976558,0.000510367603028805,8.71675641573351,0.75520400255408
"3",0.0333713845815507,0.00123929639351037,18.3379443130152,0.89691544665355
"4",0.0180389884703188,0.00108785398237618,7.55738778389881,0.389342856274476
"5",0.109148337872959,0.00534784165640589,4.56233987198581,0.292658995198372
"6",0.0153520329138308,0.000835375492091094,9.92987689344862,0.14096639583329
"7",0.0283383554928142,0.0022562004147739,452.797034763879,0.828941496431138
"8",0.0125475165357441,0.000319416646461328,16.9200025796113,0.571324380906499
"9",0.0155602291771375,0.000453334682510666,11.3597732392015,0.386461271084313
"10",0.0196860545757576,0.000505812010851056,4.61402616151431,0.652635950544405
"11",0.0912722826421936,0.00330830849448047,25.9391467672027,2.21761264499434
"12",0.0115710758725952,0.000358572222125668,10.808205542107,0.373751487069534
"13",0.00781730426750811,0.000846627488709091,21.8728022469656,0.430615003620804
"14",0.0105857423137361,0.000376029256165926,10.1125287102571,0.496183795262681
"15",0.00924037986552694,0.000732027396597159,9.93374931250051,0.611635385898248
"16",0.0288946397743237,0.00108277533622362,33.785151552056,0.709265563820169
"17",0.0695996219858308,0.00361368151609533,20.3564244226607,0.691489515278195
"18",0.0437410307768533,0.000817926896491887,3.10423593394362,0.530208643093888
"19",0.129375900264936,0.00257188503269799,17.1902216363513,0.760125428653486
"20",0.0115297023465488,0.000881634603980108,13.1366364537881,0.347591259002872
"21",0.0376301706505993,0.0012571677184518,10.2574077229825,1.29963188136144
"22",0.0275460439663116,0.000825252473540378,21.1453287604268,1.28923312727601
